"";"inst_all"
"5982";"https://openalex.org/I4210130315"
"5983";"https://openalex.org/I4210130357"
"5984";"https://openalex.org/I4210130363"
"5985";"https://openalex.org/I4210130400"
"5986";"https://openalex.org/I4210130471"
"5987";"https://openalex.org/I4210130476"
"5988";"https://openalex.org/I4210130477"
"5989";"https://openalex.org/I4210130496"
"5990";"https://openalex.org/I4210130620"
"5991";"https://openalex.org/I4210130634"
"5992";"https://openalex.org/I4210130704"
"5993";"https://openalex.org/I4210130807"
"5994";"https://openalex.org/I4210130808"
"5995";"https://openalex.org/I4210130811"
"5996";"https://openalex.org/I4210130845"
"5997";"https://openalex.org/I4210130859"
"5998";"https://openalex.org/I4210130863"
"5999";"https://openalex.org/I4210130885"
"6000";"https://openalex.org/I4210130905"
"6001";"https://openalex.org/I4210130933"
"6002";"https://openalex.org/I4210130964"
"6003";"https://openalex.org/I4210131065"
"6004";"https://openalex.org/I4210131097"
"6005";"https://openalex.org/I4210131125"
"6006";"https://openalex.org/I4210131140"
"6007";"https://openalex.org/I4210131147"
"6008";"https://openalex.org/I4210131207"
"6009";"https://openalex.org/I4210131222"
"6010";"https://openalex.org/I4210131232"
"6011";"https://openalex.org/I4210131257"
"6012";"https://openalex.org/I4210131266"
"6013";"https://openalex.org/I4210131298"
"6014";"https://openalex.org/I4210131299"
"6015";"https://openalex.org/I4210131323"
"6016";"https://openalex.org/I4210131334"
"6017";"https://openalex.org/I4210131354"
"6018";"https://openalex.org/I4210131395"
"6019";"https://openalex.org/I4210131401"
"6020";"https://openalex.org/I4210131419"
"6021";"https://openalex.org/I4210131440"
"6022";"https://openalex.org/I4210131448"
"6023";"https://openalex.org/I4210131459"
"6024";"https://openalex.org/I4210131460"
"6025";"https://openalex.org/I4210131478"
"6026";"https://openalex.org/I4210131481"
"6027";"https://openalex.org/I4210131509"
"6028";"https://openalex.org/I4210131537"
"6029";"https://openalex.org/I4210131538"
"6030";"https://openalex.org/I4210131560"
"6031";"https://openalex.org/I4210131601"
"6032";"https://openalex.org/I4210131605"
"6033";"https://openalex.org/I4210131641"
"6034";"https://openalex.org/I4210131645"
"6035";"https://openalex.org/I4210131663"
"6036";"https://openalex.org/I4210131693"
"6037";"https://openalex.org/I4210131712"
"6038";"https://openalex.org/I4210131846"
"6039";"https://openalex.org/I4210131867"
"6040";"https://openalex.org/I4210131870"
"6041";"https://openalex.org/I4210131906"
"6042";"https://openalex.org/I4210131907"
"6043";"https://openalex.org/I4210131919"
"6044";"https://openalex.org/I4210131924"
"6045";"https://openalex.org/I4210131959"
"6046";"https://openalex.org/I4210131964"
"6047";"https://openalex.org/I4210131982"
"6048";"https://openalex.org/I4210131994"
"6049";"https://openalex.org/I4210131997"
"6050";"https://openalex.org/I4210132036"
"6051";"https://openalex.org/I4210132056"
"6052";"https://openalex.org/I4210132057"
"6053";"https://openalex.org/I4210132058"
"6054";"https://openalex.org/I4210132063"
"6055";"https://openalex.org/I4210132100"
"6056";"https://openalex.org/I4210132103"
"6057";"https://openalex.org/I4210132115"
"6058";"https://openalex.org/I4210132124"
"6059";"https://openalex.org/I4210132137"
"6060";"https://openalex.org/I4210132153"
"6061";"https://openalex.org/I4210132207"
"6062";"https://openalex.org/I4210132216"
"6063";"https://openalex.org/I4210132226"
"6064";"https://openalex.org/I4210132229"
"6065";"https://openalex.org/I4210132231"
"6066";"https://openalex.org/I4210132268"
"6067";"https://openalex.org/I4210132279"
"6068";"https://openalex.org/I4210132399"
"6069";"https://openalex.org/I4210132434"
"6070";"https://openalex.org/I4210132446"
"6071";"https://openalex.org/I4210132463"
"6072";"https://openalex.org/I4210132528"
"6073";"https://openalex.org/I4210132546"
"6074";"https://openalex.org/I4210132556"
"6075";"https://openalex.org/I4210132580"
"6076";"https://openalex.org/I4210132604"
"6077";"https://openalex.org/I4210132611"
"6078";"https://openalex.org/I4210132637"
"6079";"https://openalex.org/I4210132654"
"6080";"https://openalex.org/I4210132693"
"6081";"https://openalex.org/I4210132764"
"6082";"https://openalex.org/I4210132799"
"6083";"https://openalex.org/I4210132817"
"6084";"https://openalex.org/I4210132853"
"6085";"https://openalex.org/I4210132883"
"6086";"https://openalex.org/I4210132923"
"6087";"https://openalex.org/I4210132965"
"6088";"https://openalex.org/I4210132992"
"6089";"https://openalex.org/I4210133012"
"6090";"https://openalex.org/I4210133031"
"6091";"https://openalex.org/I4210133039"
"6092";"https://openalex.org/I4210133041"
"6093";"https://openalex.org/I4210133078"
"6094";"https://openalex.org/I4210133108"
"6095";"https://openalex.org/I4210133110"
"6096";"https://openalex.org/I4210133114"
"6097";"https://openalex.org/I4210133125"
"6098";"https://openalex.org/I4210133141"
"6099";"https://openalex.org/I4210133150"
"6100";"https://openalex.org/I4210133176"
"6101";"https://openalex.org/I4210133257"
"6102";"https://openalex.org/I4210133268"
"6103";"https://openalex.org/I4210133285"
"6104";"https://openalex.org/I4210133322"
"6105";"https://openalex.org/I4210133330"
"6106";"https://openalex.org/I4210133351"
"6107";"https://openalex.org/I4210133365"
"6108";"https://openalex.org/I4210133393"
"6109";"https://openalex.org/I4210133418"
"6110";"https://openalex.org/I4210133467"
"6111";"https://openalex.org/I4210133472"
"6112";"https://openalex.org/I4210133503"
"6113";"https://openalex.org/I4210133552"
"6114";"https://openalex.org/I4210133585"
"6115";"https://openalex.org/I4210133595"
"6116";"https://openalex.org/I4210133653"
"6117";"https://openalex.org/I4210133677"
"6118";"https://openalex.org/I4210133689"
"6119";"https://openalex.org/I4210133707"
"6120";"https://openalex.org/I4210133736"
"6121";"https://openalex.org/I4210133755"
"6122";"https://openalex.org/I4210133769"
"6123";"https://openalex.org/I4210133793"
"6124";"https://openalex.org/I4210133832"
"6125";"https://openalex.org/I4210133880"
"6126";"https://openalex.org/I4210133892"
"6127";"https://openalex.org/I4210133895"
"6128";"https://openalex.org/I4210133905"
"6129";"https://openalex.org/I4210133958"
"6130";"https://openalex.org/I4210133992"
"6131";"https://openalex.org/I4210134002"
"6132";"https://openalex.org/I4210134015"
"6133";"https://openalex.org/I4210134055"
"6134";"https://openalex.org/I4210134084"
"6135";"https://openalex.org/I4210134088"
"6136";"https://openalex.org/I4210134112"
"6137";"https://openalex.org/I4210134113"
"6138";"https://openalex.org/I4210134124"
"6139";"https://openalex.org/I4210134128"
"6140";"https://openalex.org/I4210134179"
"6141";"https://openalex.org/I4210134187"
"6142";"https://openalex.org/I4210134189"
"6143";"https://openalex.org/I4210134224"
"6144";"https://openalex.org/I4210134249"
"6145";"https://openalex.org/I4210134297"
"6146";"https://openalex.org/I4210134318"
"6147";"https://openalex.org/I4210134331"
"6148";"https://openalex.org/I4210134381"
"6149";"https://openalex.org/I4210134419"
"6150";"https://openalex.org/I4210134469"
"6151";"https://openalex.org/I4210134482"
"6152";"https://openalex.org/I4210134504"
"6153";"https://openalex.org/I4210134513"
"6154";"https://openalex.org/I4210134523"
"6155";"https://openalex.org/I4210134525"
"6156";"https://openalex.org/I4210134548"
"6157";"https://openalex.org/I4210134574"
"6158";"https://openalex.org/I4210134586"
"6159";"https://openalex.org/I4210134588"
"6160";"https://openalex.org/I4210134591"
"6161";"https://openalex.org/I4210134612"
"6162";"https://openalex.org/I4210134659"
"6163";"https://openalex.org/I4210134662"
"6164";"https://openalex.org/I4210134694"
"6165";"https://openalex.org/I4210134697"
"6166";"https://openalex.org/I4210134727"
"6167";"https://openalex.org/I4210134732"
"6168";"https://openalex.org/I4210134750"
"6169";"https://openalex.org/I4210134783"
"6170";"https://openalex.org/I4210134795"
"6171";"https://openalex.org/I4210134810"
"6172";"https://openalex.org/I4210134830"
"6173";"https://openalex.org/I4210134868"
"6174";"https://openalex.org/I4210134870"
"6175";"https://openalex.org/I4210134895"
"6176";"https://openalex.org/I4210134929"
"6177";"https://openalex.org/I4210134952"
"6178";"https://openalex.org/I4210134959"
"6179";"https://openalex.org/I4210134970"
"6180";"https://openalex.org/I4210134986"
"6181";"https://openalex.org/I4210135014"
"6182";"https://openalex.org/I4210135034"
"6183";"https://openalex.org/I4210135039"
"6184";"https://openalex.org/I4210135077"
"6185";"https://openalex.org/I4210135104"
"6186";"https://openalex.org/I4210135106"
"6187";"https://openalex.org/I4210135132"
"6188";"https://openalex.org/I4210135161"
"6189";"https://openalex.org/I4210135186"
"6190";"https://openalex.org/I4210135221"
"6191";"https://openalex.org/I4210135256"
"6192";"https://openalex.org/I4210135264"
"6193";"https://openalex.org/I4210135321"
"6194";"https://openalex.org/I4210135334"
"6195";"https://openalex.org/I4210135335"
"6196";"https://openalex.org/I4210135348"
"6197";"https://openalex.org/I4210135359"
"6198";"https://openalex.org/I4210135391"
"6199";"https://openalex.org/I4210135412"
"6200";"https://openalex.org/I4210135439"
"6201";"https://openalex.org/I4210135441"
"6202";"https://openalex.org/I4210135445"
"6203";"https://openalex.org/I4210135460"
"6204";"https://openalex.org/I4210135483"
"6205";"https://openalex.org/I4210135514"
"6206";"https://openalex.org/I4210135589"
"6207";"https://openalex.org/I4210135665"
"6208";"https://openalex.org/I4210135666"
"6209";"https://openalex.org/I4210135670"
"6210";"https://openalex.org/I4210135673"
"6211";"https://openalex.org/I4210135675"
"6212";"https://openalex.org/I4210135709"
"6213";"https://openalex.org/I4210135727"
"6214";"https://openalex.org/I4210135736"
"6215";"https://openalex.org/I4210135765"
"6216";"https://openalex.org/I4210135781"
"6217";"https://openalex.org/I4210135817"
"6218";"https://openalex.org/I4210135823"
"6219";"https://openalex.org/I4210135886"
"6220";"https://openalex.org/I4210135888"
"6221";"https://openalex.org/I4210135897"
"6222";"https://openalex.org/I4210135900"
"6223";"https://openalex.org/I4210135932"
"6224";"https://openalex.org/I4210135938"
"6225";"https://openalex.org/I4210135941"
"6226";"https://openalex.org/I4210135985"
"6227";"https://openalex.org/I4210136004"
"6228";"https://openalex.org/I4210136047"
"6229";"https://openalex.org/I4210136064"
"6230";"https://openalex.org/I4210136099"
"6231";"https://openalex.org/I4210136115"
"6232";"https://openalex.org/I4210136187"
"6233";"https://openalex.org/I4210136188"
"6234";"https://openalex.org/I4210136194"
"6235";"https://openalex.org/I4210136249"
"6236";"https://openalex.org/I4210136269"
"6237";"https://openalex.org/I4210136311"
"6238";"https://openalex.org/I4210136404"
"6239";"https://openalex.org/I4210136425"
"6240";"https://openalex.org/I4210136431"
"6241";"https://openalex.org/I4210136436"
"6242";"https://openalex.org/I4210136448"
"6243";"https://openalex.org/I4210136478"
"6244";"https://openalex.org/I4210136480"
"6245";"https://openalex.org/I4210136482"
"6246";"https://openalex.org/I4210136497"
"6247";"https://openalex.org/I4210136518"
"6248";"https://openalex.org/I4210136524"
"6249";"https://openalex.org/I4210136527"
"6250";"https://openalex.org/I4210136554"
"6251";"https://openalex.org/I4210136595"
"6252";"https://openalex.org/I4210136596"
"6253";"https://openalex.org/I4210136607"
"6254";"https://openalex.org/I4210136639"
"6255";"https://openalex.org/I4210136663"
"6256";"https://openalex.org/I4210136681"
"6257";"https://openalex.org/I4210136724"
"6258";"https://openalex.org/I4210136756"
"6259";"https://openalex.org/I4210136767"
"6260";"https://openalex.org/I4210136775"
"6261";"https://openalex.org/I4210136836"
"6262";"https://openalex.org/I4210136838"
"6263";"https://openalex.org/I4210136859"
"6264";"https://openalex.org/I4210136908"
"6265";"https://openalex.org/I4210136937"
"6266";"https://openalex.org/I4210136950"
"6267";"https://openalex.org/I4210137009"
"6268";"https://openalex.org/I4210137044"
"6269";"https://openalex.org/I4210137086"
"6270";"https://openalex.org/I4210137123"
"6271";"https://openalex.org/I4210137126"
"6272";"https://openalex.org/I4210137134"
"6273";"https://openalex.org/I4210137136"
"6274";"https://openalex.org/I4210137150"
"6275";"https://openalex.org/I4210137160"
"6276";"https://openalex.org/I4210137163"
"6277";"https://openalex.org/I4210137199"
"6278";"https://openalex.org/I4210137223"
"6279";"https://openalex.org/I4210137227"
"6280";"https://openalex.org/I4210137249"
"6281";"https://openalex.org/I4210137267"
"6282";"https://openalex.org/I4210137313"
"6283";"https://openalex.org/I4210137340"
"6284";"https://openalex.org/I4210137344"
"6285";"https://openalex.org/I4210137366"
"6286";"https://openalex.org/I4210137384"
"6287";"https://openalex.org/I4210137391"
"6288";"https://openalex.org/I4210137441"
"6289";"https://openalex.org/I4210137449"
"6290";"https://openalex.org/I4210137468"
"6291";"https://openalex.org/I4210137472"
"6292";"https://openalex.org/I4210137484"
"6293";"https://openalex.org/I4210137488"
"6294";"https://openalex.org/I4210137508"
"6295";"https://openalex.org/I4210137515"
"6296";"https://openalex.org/I4210137546"
"6297";"https://openalex.org/I4210137550"
"6298";"https://openalex.org/I4210137558"
"6299";"https://openalex.org/I4210137589"
"6300";"https://openalex.org/I4210137597"
"6301";"https://openalex.org/I4210137611"
"6302";"https://openalex.org/I4210137630"
"6303";"https://openalex.org/I4210137653"
"6304";"https://openalex.org/I4210137722"
"6305";"https://openalex.org/I4210137738"
"6306";"https://openalex.org/I4210137740"
"6307";"https://openalex.org/I4210137805"
"6308";"https://openalex.org/I4210137875"
"6309";"https://openalex.org/I4210137903"
"6310";"https://openalex.org/I4210137904"
"6311";"https://openalex.org/I4210137909"
"6312";"https://openalex.org/I4210137965"
"6313";"https://openalex.org/I4210137984"
"6314";"https://openalex.org/I4210137990"
"6315";"https://openalex.org/I4210137998"
"6316";"https://openalex.org/I4210138008"
"6317";"https://openalex.org/I4210138016"
"6318";"https://openalex.org/I4210138097"
"6319";"https://openalex.org/I4210138110"
"6320";"https://openalex.org/I4210138112"
"6321";"https://openalex.org/I4210138120"
"6322";"https://openalex.org/I4210138159"
"6323";"https://openalex.org/I4210138196"
"6324";"https://openalex.org/I4210138249"
"6325";"https://openalex.org/I4210138251"
"6326";"https://openalex.org/I4210138280"
"6327";"https://openalex.org/I4210138309"
"6328";"https://openalex.org/I4210138311"
"6329";"https://openalex.org/I4210138321"
"6330";"https://openalex.org/I4210138327"
"6331";"https://openalex.org/I4210138370"
"6332";"https://openalex.org/I4210138431"
"6333";"https://openalex.org/I4210138433"
"6334";"https://openalex.org/I4210138454"
"6335";"https://openalex.org/I4210138471"
"6336";"https://openalex.org/I4210138477"
"6337";"https://openalex.org/I4210138501"
"6338";"https://openalex.org/I4210138543"
"6339";"https://openalex.org/I4210138594"
"6340";"https://openalex.org/I4210138619"
"6341";"https://openalex.org/I4210138637"
"6342";"https://openalex.org/I4210138650"
"6343";"https://openalex.org/I4210138686"
"6344";"https://openalex.org/I4210138731"
"6345";"https://openalex.org/I4210138756"
"6346";"https://openalex.org/I4210138786"
"6347";"https://openalex.org/I4210138795"
"6348";"https://openalex.org/I4210138806"
"6349";"https://openalex.org/I4210138813"
"6350";"https://openalex.org/I4210138851"
"6351";"https://openalex.org/I4210138893"
"6352";"https://openalex.org/I4210138903"
"6353";"https://openalex.org/I4210138918"
"6354";"https://openalex.org/I4210138923"
"6355";"https://openalex.org/I4210138949"
"6356";"https://openalex.org/I4210138978"
"6357";"https://openalex.org/I4210139014"
"6358";"https://openalex.org/I4210139035"
"6359";"https://openalex.org/I4210139084"
"6360";"https://openalex.org/I4210139101"
"6361";"https://openalex.org/I4210139132"
"6362";"https://openalex.org/I4210139142"
"6363";"https://openalex.org/I4210139160"
"6364";"https://openalex.org/I4210139234"
"6365";"https://openalex.org/I4210139291"
"6366";"https://openalex.org/I4210139347"
"6367";"https://openalex.org/I4210139375"
"6368";"https://openalex.org/I4210139426"
"6369";"https://openalex.org/I4210139437"
"6370";"https://openalex.org/I4210139457"
"6371";"https://openalex.org/I4210139472"
"6372";"https://openalex.org/I4210139493"
"6373";"https://openalex.org/I4210139501"
"6374";"https://openalex.org/I4210139547"
"6375";"https://openalex.org/I4210139553"
"6376";"https://openalex.org/I4210139555"
"6377";"https://openalex.org/I4210139590"
"6378";"https://openalex.org/I4210139598"
"6379";"https://openalex.org/I4210139642"
"6380";"https://openalex.org/I4210139646"
"6381";"https://openalex.org/I4210139671"
"6382";"https://openalex.org/I4210139698"
"6383";"https://openalex.org/I4210139705"
"6384";"https://openalex.org/I4210139777"
"6385";"https://openalex.org/I4210139779"
"6386";"https://openalex.org/I4210139794"
"6387";"https://openalex.org/I4210139802"
"6388";"https://openalex.org/I4210139804"
"6389";"https://openalex.org/I4210139822"
"6390";"https://openalex.org/I4210139842"
"6391";"https://openalex.org/I4210139885"
"6392";"https://openalex.org/I4210139920"
"6393";"https://openalex.org/I4210139992"
"6394";"https://openalex.org/I4210140054"
"6395";"https://openalex.org/I4210140163"
"6396";"https://openalex.org/I4210140184"
"6397";"https://openalex.org/I4210140223"
"6398";"https://openalex.org/I4210140283"
"6399";"https://openalex.org/I4210140326"
"6400";"https://openalex.org/I4210140335"
"6401";"https://openalex.org/I4210140336"
"6402";"https://openalex.org/I4210140385"
"6403";"https://openalex.org/I4210140396"
"6404";"https://openalex.org/I4210140449"
"6405";"https://openalex.org/I4210140482"
"6406";"https://openalex.org/I4210140485"
"6407";"https://openalex.org/I4210140501"
"6408";"https://openalex.org/I4210140513"
"6409";"https://openalex.org/I4210140554"
"6410";"https://openalex.org/I4210140591"
"6411";"https://openalex.org/I4210140622"
"6412";"https://openalex.org/I4210140655"
"6413";"https://openalex.org/I4210140660"
"6414";"https://openalex.org/I4210140661"
"6415";"https://openalex.org/I4210140672"
"6416";"https://openalex.org/I4210140695"
"6417";"https://openalex.org/I4210140711"
"6418";"https://openalex.org/I4210140729"
"6419";"https://openalex.org/I4210140740"
"6420";"https://openalex.org/I4210140767"
"6421";"https://openalex.org/I4210140785"
"6422";"https://openalex.org/I4210140845"
"6423";"https://openalex.org/I4210140868"
"6424";"https://openalex.org/I4210140884"
"6425";"https://openalex.org/I4210140902"
"6426";"https://openalex.org/I4210140939"
"6427";"https://openalex.org/I4210140955"
"6428";"https://openalex.org/I4210140987"
"6429";"https://openalex.org/I4210140988"
"6430";"https://openalex.org/I4210141012"
"6431";"https://openalex.org/I4210141028"
"6432";"https://openalex.org/I4210141082"
"6433";"https://openalex.org/I4210141101"
"6434";"https://openalex.org/I4210141120"
"6435";"https://openalex.org/I4210141141"
"6436";"https://openalex.org/I4210141176"
"6437";"https://openalex.org/I4210141193"
"6438";"https://openalex.org/I4210141223"
"6439";"https://openalex.org/I4210141264"
"6440";"https://openalex.org/I4210141288"
"6441";"https://openalex.org/I4210141298"
"6442";"https://openalex.org/I4210141317"
"6443";"https://openalex.org/I4210141329"
"6444";"https://openalex.org/I4210141423"
"6445";"https://openalex.org/I4210141426"
"6446";"https://openalex.org/I4210141452"
"6447";"https://openalex.org/I4210141470"
"6448";"https://openalex.org/I4210141504"
"6449";"https://openalex.org/I4210141511"
"6450";"https://openalex.org/I4210141526"
"6451";"https://openalex.org/I4210141538"
"6452";"https://openalex.org/I4210141551"
"6453";"https://openalex.org/I4210141572"
"6454";"https://openalex.org/I4210141642"
"6455";"https://openalex.org/I4210141654"
"6456";"https://openalex.org/I4210141657"
"6457";"https://openalex.org/I4210141689"
"6458";"https://openalex.org/I4210141697"
"6459";"https://openalex.org/I4210141702"
"6460";"https://openalex.org/I4210141715"
"6461";"https://openalex.org/I4210141718"
"6462";"https://openalex.org/I4210141751"
"6463";"https://openalex.org/I4210141757"
"6464";"https://openalex.org/I4210141763"
"6465";"https://openalex.org/I4210141777"
"6466";"https://openalex.org/I4210141787"
"6467";"https://openalex.org/I4210141825"
"6468";"https://openalex.org/I4210141827"
"6469";"https://openalex.org/I4210141836"
"6470";"https://openalex.org/I4210141849"
"6471";"https://openalex.org/I4210141858"
"6472";"https://openalex.org/I4210141869"
"6473";"https://openalex.org/I4210141873"
"6474";"https://openalex.org/I4210141886"
"6475";"https://openalex.org/I4210141924"
"6476";"https://openalex.org/I4210141933"
"6477";"https://openalex.org/I4210141944"
"6478";"https://openalex.org/I4210142002"
"6479";"https://openalex.org/I4210142005"
"6480";"https://openalex.org/I4210142106"
"6481";"https://openalex.org/I4210142108"
"6482";"https://openalex.org/I4210142152"
"6483";"https://openalex.org/I4210142173"
"6484";"https://openalex.org/I4210142187"
"6485";"https://openalex.org/I4210142209"
"6486";"https://openalex.org/I4210142216"
"6487";"https://openalex.org/I4210142217"
"6488";"https://openalex.org/I4210142219"
"6489";"https://openalex.org/I4210142230"
"6490";"https://openalex.org/I4210142231"
"6491";"https://openalex.org/I4210142251"
"6492";"https://openalex.org/I4210142290"
"6493";"https://openalex.org/I4210142311"
"6494";"https://openalex.org/I4210142324"
"6495";"https://openalex.org/I4210142348"
"6496";"https://openalex.org/I4210142352"
"6497";"https://openalex.org/I4210142362"
"6498";"https://openalex.org/I4210142366"
"6499";"https://openalex.org/I4210142374"
"6500";"https://openalex.org/I4210142376"
"6501";"https://openalex.org/I4210142395"
"6502";"https://openalex.org/I4210142396"
"6503";"https://openalex.org/I4210142408"
"6504";"https://openalex.org/I4210142428"
"6505";"https://openalex.org/I4210142437"
"6506";"https://openalex.org/I4210142438"
"6507";"https://openalex.org/I4210142469"
"6508";"https://openalex.org/I4210142509"
"6509";"https://openalex.org/I4210142541"
"6510";"https://openalex.org/I4210142575"
"6511";"https://openalex.org/I4210142599"
"6512";"https://openalex.org/I4210142721"
"6513";"https://openalex.org/I4210142733"
"6514";"https://openalex.org/I4210142765"
"6515";"https://openalex.org/I4210142780"
"6516";"https://openalex.org/I4210142825"
"6517";"https://openalex.org/I4210142883"
"6518";"https://openalex.org/I4210142890"
"6519";"https://openalex.org/I4210142926"
"6520";"https://openalex.org/I4210142934"
"6521";"https://openalex.org/I4210143002"
"6522";"https://openalex.org/I4210143016"
"6523";"https://openalex.org/I4210143043"
"6524";"https://openalex.org/I4210143073"
"6525";"https://openalex.org/I4210143099"
"6526";"https://openalex.org/I4210143109"
"6527";"https://openalex.org/I4210143113"
"6528";"https://openalex.org/I4210143160"
"6529";"https://openalex.org/I4210143192"
"6530";"https://openalex.org/I4210143225"
"6531";"https://openalex.org/I4210143305"
"6532";"https://openalex.org/I4210143311"
"6533";"https://openalex.org/I4210143323"
"6534";"https://openalex.org/I4210143333"
"6535";"https://openalex.org/I4210143338"
"6536";"https://openalex.org/I4210143342"
"6537";"https://openalex.org/I4210143363"
"6538";"https://openalex.org/I4210143384"
"6539";"https://openalex.org/I4210143407"
"6540";"https://openalex.org/I4210143486"
"6541";"https://openalex.org/I4210143490"
"6542";"https://openalex.org/I4210143528"
"6543";"https://openalex.org/I4210143536"
"6544";"https://openalex.org/I4210143538"
"6545";"https://openalex.org/I4210143550"
"6546";"https://openalex.org/I4210143560"
"6547";"https://openalex.org/I4210143571"
"6548";"https://openalex.org/I4210143597"
"6549";"https://openalex.org/I4210143643"
"6550";"https://openalex.org/I4210143698"
"6551";"https://openalex.org/I4210143716"
"6552";"https://openalex.org/I4210143738"
"6553";"https://openalex.org/I4210143771"
"6554";"https://openalex.org/I4210143825"
"6555";"https://openalex.org/I4210143856"
"6556";"https://openalex.org/I4210143858"
"6557";"https://openalex.org/I4210143864"
"6558";"https://openalex.org/I4210143909"
"6559";"https://openalex.org/I4210143914"
"6560";"https://openalex.org/I4210143942"
"6561";"https://openalex.org/I4210143969"
"6562";"https://openalex.org/I4210143982"
"6563";"https://openalex.org/I4210144037"
"6564";"https://openalex.org/I4210144048"
"6565";"https://openalex.org/I4210144050"
"6566";"https://openalex.org/I4210144065"
"6567";"https://openalex.org/I4210144085"
"6568";"https://openalex.org/I4210144087"
"6569";"https://openalex.org/I4210144088"
"6570";"https://openalex.org/I4210144126"
"6571";"https://openalex.org/I4210144188"
"6572";"https://openalex.org/I4210144214"
"6573";"https://openalex.org/I4210144221"
"6574";"https://openalex.org/I4210144271"
"6575";"https://openalex.org/I4210144275"
"6576";"https://openalex.org/I4210144289"
"6577";"https://openalex.org/I4210144352"
"6578";"https://openalex.org/I4210144355"
"6579";"https://openalex.org/I4210144356"
"6580";"https://openalex.org/I4210144408"
"6581";"https://openalex.org/I4210144440"
"6582";"https://openalex.org/I4210144453"
"6583";"https://openalex.org/I4210144457"
"6584";"https://openalex.org/I4210144460"
"6585";"https://openalex.org/I4210144487"
"6586";"https://openalex.org/I4210144496"
"6587";"https://openalex.org/I4210144508"
"6588";"https://openalex.org/I4210144521"
"6589";"https://openalex.org/I4210144541"
"6590";"https://openalex.org/I4210144556"
"6591";"https://openalex.org/I4210144557"
"6592";"https://openalex.org/I4210144560"
"6593";"https://openalex.org/I4210144564"
"6594";"https://openalex.org/I4210144585"
"6595";"https://openalex.org/I4210144597"
"6596";"https://openalex.org/I4210144702"
"6597";"https://openalex.org/I4210144709"
"6598";"https://openalex.org/I4210144729"
"6599";"https://openalex.org/I4210144733"
"6600";"https://openalex.org/I4210144738"
"6601";"https://openalex.org/I4210144807"
"6602";"https://openalex.org/I4210144839"
"6603";"https://openalex.org/I4210144850"
"6604";"https://openalex.org/I4210144895"
"6605";"https://openalex.org/I4210144918"
"6606";"https://openalex.org/I4210144925"
"6607";"https://openalex.org/I4210144933"
"6608";"https://openalex.org/I4210144938"
"6609";"https://openalex.org/I4210144973"
"6610";"https://openalex.org/I4210144986"
"6611";"https://openalex.org/I4210145006"
"6612";"https://openalex.org/I4210145034"
"6613";"https://openalex.org/I4210145045"
"6614";"https://openalex.org/I4210145049"
"6615";"https://openalex.org/I4210145073"
"6616";"https://openalex.org/I4210145123"
"6617";"https://openalex.org/I4210145126"
"6618";"https://openalex.org/I4210145146"
"6619";"https://openalex.org/I4210145150"
"6620";"https://openalex.org/I4210145168"
"6621";"https://openalex.org/I4210145263"
"6622";"https://openalex.org/I4210145267"
"6623";"https://openalex.org/I4210145268"
"6624";"https://openalex.org/I4210145319"
"6625";"https://openalex.org/I4210145362"
"6626";"https://openalex.org/I4210145365"
"6627";"https://openalex.org/I4210145392"
"6628";"https://openalex.org/I4210145393"
"6629";"https://openalex.org/I4210145397"
"6630";"https://openalex.org/I4210145402"
"6631";"https://openalex.org/I4210145406"
"6632";"https://openalex.org/I4210145429"
"6633";"https://openalex.org/I4210145463"
"6634";"https://openalex.org/I4210145466"
"6635";"https://openalex.org/I4210145508"
"6636";"https://openalex.org/I4210145515"
"6637";"https://openalex.org/I4210145530"
"6638";"https://openalex.org/I4210145564"
"6639";"https://openalex.org/I4210145570"
"6640";"https://openalex.org/I4210145576"
"6641";"https://openalex.org/I4210145588"
"6642";"https://openalex.org/I4210145596"
"6643";"https://openalex.org/I4210145627"
"6644";"https://openalex.org/I4210145632"
"6645";"https://openalex.org/I4210145656"
"6646";"https://openalex.org/I4210145688"
"6647";"https://openalex.org/I4210145739"
"6648";"https://openalex.org/I4210145761"
"6649";"https://openalex.org/I4210145783"
"6650";"https://openalex.org/I4210145818"
"6651";"https://openalex.org/I4210145831"
"6652";"https://openalex.org/I4210145845"
"6653";"https://openalex.org/I4210145858"
"6654";"https://openalex.org/I4210145871"
"6655";"https://openalex.org/I4210145912"
"6656";"https://openalex.org/I4210145929"
"6657";"https://openalex.org/I4210145983"
"6658";"https://openalex.org/I4210145994"
"6659";"https://openalex.org/I4210146051"
"6660";"https://openalex.org/I4210146058"
"6661";"https://openalex.org/I4210146077"
"6662";"https://openalex.org/I4210146090"
"6663";"https://openalex.org/I4210146109"
"6664";"https://openalex.org/I4210146125"
"6665";"https://openalex.org/I4210146147"
"6666";"https://openalex.org/I4210146157"
"6667";"https://openalex.org/I4210146201"
"6668";"https://openalex.org/I4210146248"
"6669";"https://openalex.org/I4210146271"
"6670";"https://openalex.org/I4210146275"
"6671";"https://openalex.org/I4210146287"
"6672";"https://openalex.org/I4210146325"
"6673";"https://openalex.org/I4210146373"
"6674";"https://openalex.org/I4210146377"
"6675";"https://openalex.org/I4210146399"
"6676";"https://openalex.org/I4210146452"
"6677";"https://openalex.org/I4210146470"
"6678";"https://openalex.org/I4210146508"
"6679";"https://openalex.org/I4210146527"
"6680";"https://openalex.org/I4210146544"
